parent_tweet,reply_tweet
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable Deplorable
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable you might want to rethink your hashtag
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",".@mashable - I am OTR about distaste of surge pricing, but do you think your click bait story about Uber in Sydney is well timed + tasteful?"
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","“@mashable: Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" Right."
"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege",@mashable what's not well-timed is what Huber is doing in a crisis situation. Uber has absolutely no integrity. Disgusting.
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@Uber_Sydney hikes prices during the #sydneysiege. How is that helping? Giving away free rides would help.
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@Uber_Sydney thank you for fixing this situation.
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@Uber_Sydney you really gotta stop the swarm model or at least have someone actually look at WHY an area is swarming.
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@Uber_Sydney how about paying your drivers extra to go into the cbd instead of forcing others to pay extra to travel into potential danger?
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@universe93 @Uber_Sydney calm down its one cafe.
Uber Sydney trips from CBD will be free for riders. Higher rates are still in place to encourage drivers to get into the CBD.,@EnglishEmma it's still raising prices when people are trying to leave the CBD in a crisis. At least they've made rides free now
"Unbelieveable @TheRoot: The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/Kho721jmrZ http://t.co/WPFB3TSf0Q”",LRT from @DeeTwoCents -- THIS is the kind of local PD we're dealing with. #ferguson
"Unbelieveable @TheRoot: The day #Ferguson cops told a dirty, bloody lie (via @thedailybeast): http://t.co/Kho721jmrZ http://t.co/WPFB3TSf0Q”",@malcolmshabazz6 @TheRoot @thedailybeast Looks like he started the 2016 campaign early.
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,@tomfranks9 @SkyNews All in the name of religion again. So fucking pointless.
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,"Stop it! Hope you get Ebola, you utter twat “@FootballcomEN: Unconfirmed reports claim Essien has contracted Ebola. http://t.co/8ZFTGNz86a”"
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,@FootballcomEN MEU DEUS OLHA ISSO @MikellySuarez
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/hXEgDnArgg” 😕
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/afwQo7evNc” 😥
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/60KVmzU3w2” unconfirmed.....
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,@FootballcomEN rah
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/LAVYq2As2v”STRESS!
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,😯“@FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/PPifXdQmGo”
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,@JoeDavey7 @FootballcomEN fs Joe 😂😂😂
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,Umdlali webhola vele RT @FootballcomEN: Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/gqRDmeghVf”
Unconfirmed reports claim that Michael Essien has contracted Ebola. http://t.co/VASQrZdLhH,@MikellySuarez @FootballcomEN ele tá com ebola
Unformed Russian Embassy staff in London have left for Russia  Rumours Putin HAS DIED! http://t.co/zSIV8w6FJ2 via @ShaunyNews #PutinDead?,@ShaunyNews @batchelorshow Hopefully he got hold of some American CIA provocateurs and sabatoger's in Moscow red handed for killing Nemtsov.
Unformed Russian Embassy staff in London have left for Russia  Rumours Putin HAS DIED! http://t.co/zSIV8w6FJ2 via @ShaunyNews #PutinDead?,@haaker66 @batchelorshow Military Coup to overthrow Putin my 1st thought buddy. Serious rumours Putin is Dead or Critical. Trying 2 source
Unformed Russian Embassy staff in London have left for Russia  Rumours Putin HAS DIED! http://t.co/zSIV8w6FJ2 via @ShaunyNews #PutinDead?,"@captaincorri Many sources and you tube...  Where is Vladimir Putin? 

http://t.co/EU3eKqo9zS Latest one. All links are in both articles"
Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/4KisV2PKI5 http://t.co/qIaa63SCQk,@Independent at least they've got good chocolate
Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/4KisV2PKI5 http://t.co/qIaa63SCQk,@Shayannoying you are an insensitive idiot!
Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/4KisV2PKI5 http://t.co/qIaa63SCQk,@Independent @Hragy oh god !!!!
Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/4KisV2PKI5 http://t.co/qIaa63SCQk,@Independent
Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/4KisV2PKI5 http://t.co/qIaa63SCQk,@Independent Religion is nothing but harmful to society.
Up to 20 held hostage in Sydney Lindt Cafe siege http://t.co/4KisV2PKI5 http://t.co/qIaa63SCQk,@Independent Can we take the gloves off and go over and kill these ISIS bastards before they cause any more trouble?
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,@brotherbell @AP what? will they? though I do think many in France will treat them as martyrs when they do eventually die!
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,@SkyNewsBreak Does he have a script to take away more freedoms.
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,@SkyNewsBreak Doesnt sound like he has thought this one through
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,@fernandocarnota @LongobardiM @nelsonalcastro @SkyNewsBreak: AFP says gunman who has taken a hostage at kosher supermarket in Paris
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,@SkyNewsBreak looks like a deliberate attempt to split the French police action an cause confusion.
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,"@SkyNewsBreak Why state kosher grocery? You, nor any other news agency say Christian grocery if it would of been the case"
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,"@SkyNewsBreak Hunted Down, excellent police work, hope the other two follow soon"
Update - AFP says gunman who has taken a hostage at kosher supermarket in Paris believed to be suspect in killing of policewoman on Thursday,@SkyNewsBreak which means the phsyco is ruthless and will shoot all. Attack is best defence.
Update - AFP: an unnamed police source says the killing of the policewoman in #Paris on Thursday is linked to the #CharlieHebdo attack,"@SkyNewsBreak of course it was going to be linked, something needs done before they take over the world !!"
Update - AFP: an unnamed police source says the killing of the policewoman in #Paris on Thursday is linked to the #CharlieHebdo attack,"@SkyNewsBreak at least it hasn't been forgotten... there's been so little coverage, no mention of finding the shooter that escaped!!"
UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/kLKwMSlo7g,“@SputnikInt: UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/iHMuhcwPjG”
UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/kLKwMSlo7g,"@SputnikInt 
🙋 🙋 🙋hi,can u like here ,plz 
👇👇👇like picture 👇👇👇
https://t.co/0vQj6jOI6Y

Thanx🌷"
UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/kLKwMSlo7g,"@SputnikInt @Ironwand #RIP French dhimmi govt is doing everything to protect muslims. Dont worry, more innocents will follow this brave man!"
UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/kLKwMSlo7g,"“@SputnikInt: UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/EXDVWYiyrL” 

well.."
UPDATE: #CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer http://t.co/kLKwMSlo7g,@SputnikInt
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,If there is surveillance of a robbery why release stills and not the video itself? #Ferguson
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@mashable Gentle giant.
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@mashable oh well that just justifies everything doesn't it.  #HANDSUPdontshoot
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,"@mashable Good folk of Ferguson, Support your Police Dept., Riot against the THUGS in your town."
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,This proves what? RT@mashable Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/osYABuPvd7
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@mashable JUSTICE FOR THE POLICE DEPT. they were doing their job &amp; protecting your sorry butts.
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@mashable @AdamBaldwin Waiting to see an outpouring of sympathy for the owner of the store that was attacked.  Not holding my breath.
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@mashable that dude is huge
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@mashable if the officer did his job he would be arrested not murdered. Still the point.
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@mashable here goes the fukkry now look at his picture.o wait he is black robber black. Has it been confirmed. Or just blow smoke our bum
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@zadiaz @mashable You're one sick stupid person.
Update: #Ferguson police release stills from convenience store footage showing robbery http://t.co/rl0RgIphUp http://t.co/PHUofG7mJR,@CheriPhi @mashable That maybe he did try &amp; take cops gun though window (something witnesses could not see). This goes toward CHARACTER. 😐
